objectID*,cazaID,Caza_Name,YearMonthDay,Syrian_Ref,Population,Ethnicity,Shape_Length,Shape_Area,Sunni,Shia_Nexus,Christian,FracIndx,Majority_Group,Pal_Ref_Syr,Pal_Ref,Inc_Index,Dist_Bord_km,Dist_Cap_km,Syr_Cross,Rainfall_mm,Water_Incdex,Illiteracy
181,25,Sour,20130930,22200,"2,630",4,1.422224099,0.039492419,2,4,0,50,Shia,7110,65521,57.1,64.977793,77.925977,0,2.5,15,17
160,4,Tripoli,20130930,55775,"15,574",1,0.378143311,0.002360873,6,1,0,17,Sunni,393,0,50.9,34.866765,67.551419,0,9.6,3.6,14
173,17,West Bekaa,20130930,41129,"3,299",1,1.81004053,0.041346865,2,1,2,50,Sunni-Christian,665,0,49.1,17.822217,38.258904,1,12.3,6,16
169,13,Zahle,20130930,104886,"1,715",1,1.436099311,0.042478554,1,1,5,100,Christian,3770,0,44.1,9.580984,39.925452,1,12.3,5.6,12
161,5,Zgharta,20130930,9326,371,0,1.017068733,0.017382926,0,0,3,0,Christian,0,0,45.9,33.535049,64.511744,0,9.6,12.7,15
183,1,Akkar,20131031,85974,948,6,1.814552001,0.077486295,3,1,3,33,Sunni-Christian,2987,5857,62.1,9.793291,96.452576,3,65.8,31.9,30
198,16,Aley,20131031,28740,"1,552",0,1.257056328,0.025613854,0,2,3,0,Sunni-Christian,716,0,35.4,34.244362,16.39286,0,47,23.5,8
197,15,Baabda,20131031,45230,24,2,1.13148525,0.018996845,0,3,3,0,Shia-Christian,4009,17945,41,32.209187,16.310365,0,47,33.7,11
188,6,Baalbek,20131031,70666,567,8,3.072026614,0.226664239,2,4,0,50,Sunni-Shia,398,8806,57.7,14.839836,74.0737,1,27.9,28.1,18
191,9,Bcharre,20131031,1592,375,1,0.973276132,0.016045961,0,0,3,0,Christian,0,0,51.5,43.997805,60.008049,0,65.8,17,20
196,14,Beirut,20131031,18682,"18,565",1,0.341848904,0.002070821,6,3,9,50,Sunni-Christian-Shia,1838,10504,35.2,48.947627,0,0,47,2.6,9
208,26,Bent Jbeil,20131031,5404,821,0,1.098496896,0.026099903,0,3,0,0,Shia,1680,0,61.7,58.293626,82.472276,0,19.5,54.5,16
200,18,Chouf,20131031,33112,"7,436",2,1.739152947,0.046755258,2,2,4,100,Christian,2829,0,40.2,34.464741,26.661742,0,47,8.6,12
190,8,El Batroun,20131031,12140,"8,346",0,1.555127243,0.027290013,0,0,2,0,Christian,0,0,39.4,51.656298,46.765302,0,65.8,25.3,15
184,2,El Hermel,20131031,4687,"3,094",2,1.340072955,0.051881451,0,2,1,0,Shia,0,0,68.1,16.999875,92.293373,0,65.8,33.1,23
189,7,El Koura,20131031,12804,"4,082",0,0.90837981,0.017036429,0,0,3,0,Christian,0,0,34,45.838055,55.622361,0,65.8,53.9,9
194,12,El Meten,20131031,28554,740,0,1.10949199,0.025852128,0,0,1,0,Christian,1432,4351,28.6,33.564177,19.41733,0,27.9,6.8,9
185,3,El Minieh Dennie,20131031,45792,"4,389",1,1.386036482,0.035508031,3,0,0,0,Sunni,4402,16500,57.4,29.635658,73.874987,0,65.8,23.9,25
204,22,El Nabatieh,20131031,20630,"2,075",0,1.499313463,0.029458334,0,3,0,0,Shia,524,0,52,43.513107,55.50873,0,0,8.4,15
205,23,Hasbaya,20131031,3232,614,1,0.947383486,0.025566504,0,1,0,0,Shia,0,0,53.8,21.555707,19.41733,0,27.9,18.7,16
192,10,Jbeil,20131031,1340,441,1,1.333202214,0.041396799,0,1,2,0,Christian,0,0,33.7,42.359256,38.611687,0,27.9,15.8,12
202,20,Jezzine,20131031,1798,259,0,1.395362965,0.023233271,0,0,3,0,Christian,0,0,46.9,35.364942,43.77481,0,47,11,14
193,11,Kesrwane,20131031,4410,311,0,1.280370712,0.03348588,0,0,5,0,Christian,358,0,21.2,35.554401,28.075079,0,27.9,5.8,8
206,24,Marjayoun,20131031,4438,746,1,1.16529485,0.025340993,1,2,1,50,Shia,262,0,67.7,41.139924,68.81131,0,0,27.8,24
201,19,Rachaya,20131031,8582,85,0,1.490800374,0.053370977,0,1,0,0,Shia,0,0,51.9,7.847992,52.350942,1,27.9,24.1,14
203,21,Saida,20131031,36986,"8,988",2,1.691540193,0.026566716,2,2,1,100,Sunni-Shia,11947,59366,48.7,52.064769,50.700823,0,0,4.2,12
207,25,Sour,20131031,23696,"2,630",4,1.422224099,0.039492419,2,4,0,50,Shia,7560,65521,57.1,64.977793,77.925977,0,19.5,15,17
186,4,Tripoli,20131031,57986,"15,574",1,0.378143311,0.002360873,6,1,0,17,Sunni,393,0,50.9,34.866765,67.551419,0,65.8,3.6,14
199,17,West Bekaa,20131031,44528,"3,299",1,1.81004053,0.041346865,2,1,2,50,Sunni-Christian,717,0,49.1,17.822217,38.258904,1,27.9,6,16
195,13,Zahle,20131031,114304,"1,715",1,1.436099311,0.042478554,1,1,5,100,Christian,4059,0,44.1,9.580984,39.925452,1,27.9,5.6,12
187,5,Zgharta,20131031,9951,371,0,1.017068733,0.017382926,0,0,3,0,Christian,0,0,45.9,33.535049,64.511744,0,65.8,12.7,15
209,1,Akkar,20131130,87719,948,6,1.814552001,0.077486295,3,1,3,33,Sunni-Christian,3073,5857,62.1,9.793291,96.452576,3,115.3,31.9,30
224,16,Aley,20131130,31044,"1,552",0,1.257056328,0.025613854,0,2,3,0,Sunni-Christian,736,0,35.4,34.244362,16.39286,0,94.3,23.5,8
223,15,Baabda,20131130,48110,24,2,1.13148525,0.018996845,0,3,3,0,Shia-Christian,4125,17945,41,32.209187,16.310365,0,94.3,33.7,11
214,6,Baalbek,20131130,76738,567,8,3.072026614,0.226664239,2,4,0,50,Sunni-Shia,410,8806,57.7,14.839836,74.0737,1,73.2,28.1,18
217,9,Bcharre,20131130,1768,375,1,0.973276132,0.016045961,0,0,3,0,Christian,0,0,51.5,43.997805,60.008049,0,115.3,17,20
222,14,Beirut,20131130,19907,"18,565",1,0.341848904,0.002070821,6,3,9,50,Sunni-Christian-Shia,1891,10504,35.2,48.947627,0,0,94.3,2.6,9
234,26,Bent Jbeil,20131130,5558,821,0,1.098496896,0.026099903,0,3,0,0,Shia,1729,0,61.7,58.293626,82.472276,0,44.5,54.5,16
226,18,Chouf,20131130,35116,"7,436",2,1.739152947,0.046755258,2,2,4,100,Christian,2911,0,40.2,34.464741,26.661742,0,94.3,8.6,12
216,8,El Batroun,20131130,12794,"8,346",0,1.555127243,0.027290013,0,0,2,0,Christian,0,0,39.4,51.656298,46.765302,0,115.3,25.3,15
210,2,El Hermel,20131130,4885,"3,094",2,1.340072955,0.051881451,0,2,1,0,Shia,0,0,68.1,16.999875,92.293373,0,115.3,33.1,23
215,7,El Koura,20131130,12957,"4,082",0,0.90837981,0.017036429,0,0,3,0,Christian,0,0,34,45.838055,55.622361,0,115.3,53.9,9
220,12,El Meten,20131130,31094,740,0,1.10949199,0.025852128,0,0,1,0,Christian,1473,4351,28.6,33.564177,19.41733,0,73.2,6.8,9
211,3,El Minieh Dennie,20131130,47358,"4,389",1,1.386036482,0.035508031,3,0,0,0,Sunni,4529,16500,57.4,29.635658,73.874987,0,115.3,23.9,25
230,22,El Nabatieh,20131130,21180,"2,075",0,1.499313463,0.029458334,0,3,0,0,Shia,539,0,52,43.513107,55.50873,0,44.5,8.4,15
231,23,Hasbaya,20131130,3403,614,1,0.947383486,0.025566504,0,1,0,0,Shia,0,0,53.8,21.555707,19.41733,0,73.2,18.7,16
218,10,Jbeil,20131130,1560,441,1,1.333202214,0.041396799,0,1,2,0,Christian,0,0,33.7,42.359256,38.611687,0,73.2,15.8,12
228,20,Jezzine,20131130,1909,259,0,1.395362965,0.023233271,0,0,3,0,Christian,0,0,46.9,35.364942,43.77481,0,94.3,11,14
219,11,Kesrwane,20131130,5244,311,0,1.280370712,0.03348588,0,0,5,0,Christian,368,0,21.2,35.554401,28.075079,0,73.2,5.8,8
232,24,Marjayoun,20131130,4790,746,1,1.16529485,0.025340993,1,2,1,50,Shia,270,0,67.7,41.139924,68.81131,0,44.5,27.8,24
227,19,Rachaya,20131130,8955,85,0,1.490800374,0.053370977,0,1,0,0,Shia,0,0,51.9,7.847992,52.350942,1,73.2,24.1,14
229,21,Saida,20131130,37489,"8,988",2,1.691540193,0.026566716,2,2,1,100,Sunni-Shia,12291,59366,48.7,52.064769,50.700823,0,44.5,4.2,12
233,25,Sour,20131130,24378,"2,630",4,1.422224099,0.039492419,2,4,0,50,Shia,7779,65521,57.1,64.977793,77.925977,0,44.5,15,17
212,4,Tripoli,20131130,58182,"15,574",1,0.378143311,0.002360873,6,1,0,17,Sunni,405,0,50.9,34.866765,67.551419,0,115.3,3.6,14
225,17,West Bekaa,20131130,46963,"3,299",1,1.81004053,0.041346865,2,1,2,50,Sunni-Christian,737,0,49.1,17.822217,38.258904,1,73.2,6,16
221,13,Zahle,20131130,123005,"1,715",1,1.436099311,0.042478554,1,1,5,100,Christian,4175,0,44.1,9.580984,39.925452,1,73.2,5.6,12
213,5,Zgharta,20131130,10136,371,0,1.017068733,0.017382926,0,0,3,0,Christian,0,0,45.9,33.535049,64.511744,0,115.3,12.7,15
235,1,Akkar,20131231,91310,948,6,1.814552001,0.077486295,3,1,3,33,Sunni-Christian,3110,5857,62.1,9.793291,96.452576,3,127.7,31.9,30
250,16,Aley,20131231,33961,"1,552",0,1.257056328,0.025613854,0,2,3,0,Sunni-Christian,771,0,35.4,34.244362,16.39286,0,128,23.5,8
249,15,Baabda,20131231,53042,24,2,1.13148525,0.018996845,0,3,3,0,Shia-Christian,4316,17945,41,32.209187,16.310365,0,128,33.7,11
240,6,Baalbek,20131231,82676,567,8,3.072026614,0.226664239,2,4,0,50,Sunni-Shia,415,8806,57.7,14.839836,74.0737,1,106.2,28.1,18
243,9,Bcharre,20131231,1906,375,1,0.973276132,0.016045961,0,0,3,0,Christian,0,0,51.5,43.997805,60.008049,0,127.7,17,20
248,14,Beirut,20131231,21352,"18,565",1,0.341848904,0.002070821,6,3,9,50,Sunni-Christian-Shia,1978,10504,35.2,48.947627,0,0,128,2.6,9
260,26,Bent Jbeil,20131231,6132,821,0,1.098496896,0.026099903,0,3,0,0,Shia,1750,0,61.7,58.293626,82.472276,0,87.9,54.5,16
252,18,Chouf,20131231,37012,"7,436",2,1.739152947,0.046755258,2,2,4,100,Christian,2894,0,40.2,34.464741,26.661742,0,128,8.6,12
242,8,El Batroun,20131231,13457,"8,346",0,1.555127243,0.027290013,0,0,2,0,Christian,0,0,39.4,51.656298,46.765302,0,127.7,25.3,15
236,2,El Hermel,20131231,5024,"3,094",2,1.340072955,0.051881451,0,2,1,0,Shia,0,0,68.1,16.999875,92.293373,0,127.7,33.1,23
241,7,El Koura,20131231,13544,"4,082",0,0.90837981,0.017036429,0,0,3,0,Christian,0,0,34,45.838055,55.622361,0,127.7,53.9,9
246,12,El Meten,20131231,33997,740,0,1.10949199,0.025852128,0,0,1,0,Christian,1541,4351,28.6,33.564177,19.41733,0,106.2,6.8,9
237,3,El Minieh Dennie,20131231,49252,"4,389",1,1.386036482,0.035508031,3,0,0,0,Sunni,4584,16500,57.4,29.635658,73.874987,0,127.7,23.9,25
256,22,El Nabatieh,20131231,22364,"2,075",0,1.499313463,0.029458334,0,3,0,0,Shia,536,0,52,43.513107,55.50873,0,87.9,8.4,15
257,23,Hasbaya,20131231,3629,614,1,0.947383486,0.025566504,0,1,0,0,Shia,0,0,53.8,21.555707,19.41733,0,106.2,18.7,16
244,10,Jbeil,20131231,2094,441,1,1.333202214,0.041396799,0,1,2,0,Christian,0,0,33.7,42.359256,38.611687,0,106.2,15.8,12
254,20,Jezzine,20131231,2046,259,0,1.395362965,0.023233271,0,0,3,0,Christian,0,0,46.9,35.364942,43.77481,0,128,11,14
245,11,Kesrwane,20131231,6343,311,0,1.280370712,0.03348588,0,0,5,0,Christian,385,0,21.2,35.554401,28.075079,0,106.2,5.8,8
258,24,Marjayoun,20131231,5021,746,1,1.16529485,0.025340993,1,2,1,50,Shia,268,0,67.7,41.139924,68.81131,0,87.9,27.8,24
253,19,Rachaya,20131231,9340,85,0,1.490800374,0.053370977,0,1,0,0,Shia,0,0,51.9,7.847992,52.350942,1,106.2,24.1,14
255,21,Saida,20131231,38989,"8,988",2,1.691540193,0.026566716,2,2,1,100,Sunni-Shia,12218,59366,48.7,52.064769,50.700823,0,87.9,4.2,12
259,25,Sour,20131231,25270,"2,630",4,1.422224099,0.039492419,2,4,0,50,Shia,7873,65521,57.1,64.977793,77.925977,0,87.9,15,17
238,4,Tripoli,20131231,59548,"15,574",1,0.378143311,0.002360873,6,1,0,17,Sunni,410,0,50.9,34.866765,67.551419,0,127.7,3.6,14
251,17,West Bekaa,20131231,48705,"3,299",1,1.81004053,0.041346865,2,1,2,50,Sunni-Christian,746,0,49.1,17.822217,38.258904,1,106.2,6,16
247,13,Zahle,20131231,129090,"1,715",1,1.436099311,0.042478554,1,1,5,100,Christian,4226,0,44.1,9.580984,39.925452,1,106.2,5.6,12
239,5,Zgharta,20131231,10731,371,0,1.017068733,0.017382926,0,0,3,0,Christian,0,0,45.9,33.535049,64.511744,0,127.7,12.7,15
261,1,Akkar,20140131,94829,948,6,1.814552001,0.077486295,3,1,3,33,Sunni-Christian,3162,5857,62.1,9.793291,96.452576,3,134.6,31.9,30
276,16,Aley,20140131,37800,"1,552",0,1.257056328,0.025613854,0,2,3,0,Sunni-Christian,790,0,35.4,34.244362,16.39286,0,132.7,23.5,8
275,15,Baabda,20140131,58892,24,2,1.13148525,0.018996845,0,3,3,0,Shia-Christian,4422,17945,41,32.209187,16.310365,0,132.7,33.7,11
266,6,Baalbek,20140131,87854,567,8,3.072026614,0.226664239,2,4,0,50,Sunni-Shia,430,8806,57.7,14.839836,74.0737,1,126.5,28.1,18
269,9,Bcharre,20140131,2021,375,1,0.973276132,0.016045961,0,0,3,0,Christian,0,0,51.5,43.997805,60.008049,0,134.6,17,20
274,14,Beirut,20140131,23256,"18,565",1,0.341848904,0.002070821,6,3,9,50,Sunni-Christian-Shia,2027,10504,35.2,48.947627,0,0,132.7,2.6,9
286,26,Bent Jbeil,20140131,6532,821,0,1.098496896,0.026099903,0,3,0,0,Shia,1842,0,61.7,58.293626,82.472276,0,109.7,54.5,16
278,18,Chouf,20140131,39283,"7,436",2,1.739152947,0.046755258,2,2,4,100,Christian,2827,0,40.2,34.464741,26.661742,0,132.7,8.6,12
268,8,El Batroun,20140131,14266,"8,346",0,1.555127243,0.027290013,0,0,2,0,Christian,0,0,39.4,51.656298,46.765302,0,134.6,25.3,15
262,2,El Hermel,20140131,5236,"3,094",2,1.340072955,0.051881451,0,2,1,0,Shia,0,0,68.1,16.999875,92.293373,0,134.6,33.1,23
267,7,El Koura,20140131,14165,"4,082",0,0.90837981,0.017036429,0,0,3,0,Christian,0,0,34,45.838055,55.622361,0,134.6,53.9,9
272,12,El Meten,20140131,37824,740,0,1.10949199,0.025852128,0,0,1,0,Christian,1579,4351,28.6,33.564177,19.41733,0,126.5,6.8,9
263,3,El Minieh Dennie,20140131,51624,"4,389",1,1.386036482,0.035508031,3,0,0,0,Sunni,4660,16500,57.4,29.635658,73.874987,0,134.6,23.9,25
282,22,El Nabatieh,20140131,23839,"2,075",0,1.499313463,0.029458334,0,3,0,0,Shia,608,0,52,43.513107,55.50873,0,109.7,8.4,15
283,23,Hasbaya,20140131,4129,614,1,0.947383486,0.025566504,0,1,0,0,Shia,0,0,53.8,21.555707,19.41733,0,126.5,18.7,16
270,10,Jbeil,20140131,2289,441,1,1.333202214,0.041396799,0,1,2,0,Christian,0,0,33.7,42.359256,38.611687,0,126.5,15.8,12
280,20,Jezzine,20140131,2218,259,0,1.395362965,0.023233271,0,0,3,0,Christian,0,0,46.9,35.364942,43.77481,0,132.7,11,14
271,11,Kesrwane,20140131,7270,311,0,1.280370712,0.03348588,0,0,5,0,Christian,395,0,21.2,35.554401,28.075079,0,126.5,5.8,8
284,24,Marjayoun,20140131,5491,746,1,1.16529485,0.025340993,1,2,1,50,Shia,304,0,67.7,41.139924,68.81131,0,109.7,27.8,24
279,19,Rachaya,20140131,9498,85,0,1.490800374,0.053370977,0,1,0,0,Shia,0,0,51.9,7.847992,52.350942,1,126.5,24.1,14
281,21,Saida,20140131,41032,"8,988",2,1.691540193,0.026566716,2,2,1,100,Sunni-Shia,12356,59366,48.7,52.064769,50.700823,0,109.7,4.2,12
285,25,Sour,20140131,26562,"2,630",4,1.422224099,0.039492419,2,4,0,50,Shia,7716,65521,57.1,64.977793,77.925977,0,109.7,15,17
264,4,Tripoli,20140131,61518,"15,574",1,0.378143311,0.002360873,6,1,0,17,Sunni,416,0,50.9,34.866765,67.551419,0,134.6,3.6,14
277,17,West Bekaa,20140131,50656,"3,299",1,1.81004053,0.041346865,2,1,2,50,Sunni-Christian,774,0,49.1,17.822217,38.258904,1,126.5,6,16
273,13,Zahle,20140131,136239,"1,715",1,1.436099311,0.042478554,1,1,5,100,Christian,4387,0,44.1,9.580984,39.925452,1,126.5,5.6,12
265,5,Zgharta,20140131,11299,371,0,1.017068733,0.017382926,0,0,3,0,Christian,0,0,45.9,33.535049,64.511744,0,134.6,12.7,15
287,1,Akkar,20140228,96086,948,6,1.814552001,0.077486295,3,1,3,33,Sunni-Christian,3188,5857,62.1,9.793291,96.452576,3,112.4,31.9,30
302,16,Aley,20140228,41446,"1,552",0,1.257056328,0.025613854,0,2,3,0,Sunni-Christian,802,0,35.4,34.244362,16.39286,0,114.3,23.5,8
301,15,Baabda,20140228,66694,24,2,1.13148525,0.018996845,0,3,3,0,Shia-Christian,4491,17945,41,32.209187,16.310365,0,114.3,33.7,11
292,6,Baalbek,20140228,93286,567,8,3.072026614,0.226664239,2,4,0,50,Sunni-Shia,444,8806,57.7,14.839836,74.0737,1,124.5,28.1,18
295,9,Bcharre,20140228,2046,375,1,0.973276132,0.016045961,0,0,3,0,Christian,0,0,51.5,43.997805,60.008049,0,112.4,17,20
300,14,Beirut,20140228,25351,"18,565",1,0.341848904,0.002070821,6,3,9,50,Sunni-Christian-Shia,2059,10504,35.2,48.947627,0,0,114.3,2.6,9
312,26,Bent Jbeil,20140228,6692,821,0,1.098496896,0.026099903,0,3,0,0,Shia,1765,0,61.7,58.293626,82.472276,0,80.4,54.5,16
304,18,Chouf,20140228,41668,"7,436",2,1.739152947,0.046755258,2,2,4,100,Christian,2884,0,40.2,34.464741,26.661742,0,114.3,8.6,12
294,8,El Batroun,20140228,14616,"8,346",0,1.555127243,0.027290013,0,0,2,0,Christian,0,0,39.4,51.656298,46.765302,0,112.4,25.3,15
288,2,El Hermel,20140228,5355,"3,094",2,1.340072955,0.051881451,0,2,1,0,Shia,0,0,68.1,16.999875,92.293373,0,112.4,33.1,23
293,7,El Koura,20140228,14435,"4,082",0,0.90837981,0.017036429,0,0,3,0,Christian,0,0,34,45.838055,55.622361,0,112.4,53.9,9
298,12,El Meten,20140228,41435,740,0,1.10949199,0.025852128,0,0,1,0,Christian,1604,4351,28.6,33.564177,19.41733,0,124.5,6.8,9
289,3,El Minieh Dennie,20140228,52663,"4,389",1,1.386036482,0.035508031,3,0,0,0,Sunni,4699,16500,57.4,29.635658,73.874987,0,112.4,23.9,25
308,22,El Nabatieh,20140228,24794,"2,075",0,1.499313463,0.029458334,0,3,0,0,Shia,581,0,52,43.513107,55.50873,0,80.4,8.4,15
309,23,Hasbaya,20140228,4514,614,1,0.947383486,0.025566504,0,1,0,0,Shia,0,0,53.8,21.555707,19.41733,0,124.5,18.7,16
296,10,Jbeil,20140228,2507,441,1,1.333202214,0.041396799,0,1,2,0,Christian,0,0,33.7,42.359256,38.611687,0,124.5,15.8,12
306,20,Jezzine,20140228,2351,259,0,1.395362965,0.023233271,0,0,3,0,Christian,0,0,46.9,35.364942,43.77481,0,114.3,11,14
297,11,Kesrwane,20140228,8224,311,0,1.280370712,0.03348588,0,0,5,0,Christian,401,0,21.2,35.554401,28.075079,0,124.5,5.8,8
310,24,Marjayoun,20140228,5963,746,1,1.16529485,0.025340993,1,2,1,50,Shia,291,0,67.7,41.139924,68.81131,0,80.4,27.8,24
305,19,Rachaya,20140228,9896,85,0,1.490800374,0.053370977,0,1,0,0,Shia,0,0,51.9,7.847992,52.350942,1,124.5,24.1,14
307,21,Saida,20140228,42639,"8,988",2,1.691540193,0.026566716,2,2,1,100,Sunni-Shia,12411,59366,48.7,52.064769,50.700823,0,80.4,4.2,12
311,25,Sour,20140228,27043,"2,630",4,1.422224099,0.039492419,2,4,0,50,Shia,7628,65521,57.1,64.977793,77.925977,0,80.4,15,17
290,4,Tripoli,20140228,61612,"15,574",1,0.378143311,0.002360873,6,1,0,17,Sunni,420,0,50.9,34.866765,67.551419,0,112.4,3.6,14
303,17,West Bekaa,20140228,53157,"3,299",1,1.81004053,0.041346865,2,1,2,50,Sunni-Christian,799,0,49.1,17.822217,38.258904,1,124.5,6,16
299,13,Zahle,20140228,143635,"1,715",1,1.436099311,0.042478554,1,1,5,100,Christian,4525,0,44.1,9.580984,39.925452,1,124.5,5.6,12
291,5,Zgharta,20140228,11622,371,0,1.017068733,0.017382926,0,0,3,0,Christian,0,0,45.9,33.535049,64.511744,0,112.4,12.7,15
313,1,Akkar,20140327,98666,948,,1.814552001,0.077486295,3,1,3,33,Sunni-Christian,NA,5857,62.1,9.793291,96.452576,3,91.4,31.9,30
328,16,Aley,20140327,45076,"1,552",,1.257056328,0.025613854,0,2,3,0,Sunni-Christian,NA,0,35.4,34.244362,16.39286,0,61.4,23.5,8
327,15,Baabda,20140327,71793,24,,1.13148525,0.018996845,0,3,3,0,Shia-Christian,NA,17945,41,32.209187,16.310365,0,61.4,33.7,11
318,6,Baalbek,20140327,98486,567,,3.072026614,0.226664239,2,4,0,50,Sunni-Shia,NA,8806,57.7,14.839836,74.0737,1,76.8,28.1,18
321,9,Bcharre,20140327,2138,375,,0.973276132,0.016045961,0,0,3,0,Christian,NA,0,51.5,43.997805,60.008049,0,91.4,17,20
326,14,Beirut,20140327,26743,"18,565",,0.341848904,0.002070821,6,3,9,50,Sunni-Christian-Shia,NA,10504,35.2,48.947627,0,0,61.4,2.6,9
338,26,Bent Jbeil,20140327,6898,821,,1.098496896,0.026099903,0,3,0,0,Shia,NA,0,61.7,58.293626,82.472276,0,37.7,54.5,16
330,18,Chouf,20140327,44006,"7,436",,1.739152947,0.046755258,2,2,4,100,Christian,NA,0,40.2,34.464741,26.661742,0,61.4,8.6,12
320,8,El Batroun,20140327,15280,"8,346",,1.555127243,0.027290013,0,0,2,0,Christian,NA,0,39.4,51.656298,46.765302,0,91.4,25.3,15
314,2,El Hermel,20140327,5536,"3,094",,1.340072955,0.051881451,0,2,1,0,Shia,NA,0,68.1,16.999875,92.293373,0,91.4,33.1,23
319,7,El Koura,20140327,14955,"4,082",,0.90837981,0.017036429,0,0,3,0,Christian,NA,0,34,45.838055,55.622361,0,91.4,53.9,9
324,12,El Meten,20140327,44768,740,,1.10949199,0.025852128,0,0,1,0,Christian,NA,4351,28.6,33.564177,19.41733,0,76.8,6.8,9
315,3,El Minieh Dennie,20140327,54070,"4,389",,1.386036482,0.035508031,3,0,0,0,Sunni,NA,16500,57.4,29.635658,73.874987,0,91.4,23.9,25
334,22,El Nabatieh,20140327,25740,"2,075",,1.499313463,0.029458334,0,3,0,0,Shia,NA,0,52,43.513107,55.50873,0,37.7,8.4,15
335,23,Hasbaya,20140327,4773,614,,0.947383486,0.025566504,0,1,0,0,Shia,NA,0,53.8,21.555707,19.41733,0,76.8,18.7,16
322,10,Jbeil,20140327,2986,441,,1.333202214,0.041396799,0,1,2,0,Christian,NA,0,33.7,42.359256,38.611687,0,76.8,15.8,12
332,20,Jezzine,20140327,2466,259,,1.395362965,0.023233271,0,0,3,0,Christian,NA,0,46.9,35.364942,43.77481,0,61.4,11,14
323,11,Kesrwane,20140327,9307,311,,1.280370712,0.03348588,0,0,5,0,Christian,NA,0,21.2,35.554401,28.075079,0,76.8,5.8,8
336,24,Marjayoun,20140327,6370,746,,1.16529485,0.025340993,1,2,1,50,Shia,NA,0,67.7,41.139924,68.81131,0,37.7,27.8,24
331,19,Rachaya,20140327,10229,85,,1.490800374,0.053370977,0,1,0,0,Shia,NA,0,51.9,7.847992,52.350942,1,76.8,24.1,14
333,21,Saida,20140327,44126,"8,988",,1.691540193,0.026566716,2,2,1,100,Sunni-Shia,NA,59366,48.7,52.064769,50.700823,0,37.7,4.2,12
337,25,Sour,20140327,28003,"2,630",,1.422224099,0.039492419,2,4,0,50,Shia,NA,65521,57.1,64.977793,77.925977,0,37.7,15,17
316,4,Tripoli,20140327,62728,"15,574",,0.378143311,0.002360873,6,1,0,17,Sunni,NA,0,50.9,34.866765,67.551419,0,91.4,3.6,14
329,17,West Bekaa,20140327,55524,"3,299",,1.81004053,0.041346865,2,1,2,50,Sunni-Christian,NA,0,49.1,17.822217,38.258904,1,76.8,6,16
325,13,Zahle,20140327,150802,"1,715",,1.436099311,0.042478554,1,1,5,100,Christian,NA,0,44.1,9.580984,39.925452,1,76.8,5.6,12
317,5,Zgharta,20140327,11906,371,,1.017068733,0.017382926,0,0,3,0,Christian,NA,0,45.9,33.535049,64.511744,0,91.4,12.7,15
339,1,Akkar,20140430,101412,948,,1.814552001,0.077486295,3,1,3,33,Sunni-Christian,NA,5857,62.1,9.793291,96.452576,3,36.9,31.9,30
354,16,Aley,20140430,49089,"1,552",,1.257056328,0.025613854,0,2,3,0,Sunni-Christian,NA,0,35.4,34.244362,16.39286,0,25,23.5,8
353,15,Baabda,20140430,78107,24,,1.13148525,0.018996845,0,3,3,0,Shia-Christian,NA,17945,41,32.209187,16.310365,0,25,33.7,11
344,6,Baalbek,20140430,106182,567,,3.072026614,0.226664239,2,4,0,50,Sunni-Shia,NA,8806,57.7,14.839836,74.0737,1,33,28.1,18
347,9,Bcharre,20140430,2279,375,,0.973276132,0.016045961,0,0,3,0,Christian,NA,0,51.5,43.997805,60.008049,0,36.9,17,20
352,14,Beirut,20140430,28575,"18,565",,0.341848904,0.002070821,6,3,9,50,Sunni-Christian-Shia,NA,10504,35.2,48.947627,0,0,25,2.6,9
364,26,Bent Jbeil,20140430,7248,821,,1.098496896,0.026099903,0,3,0,0,Shia,NA,0,61.7,58.293626,82.472276,0,13.1,54.5,16
356,18,Chouf,20140430,46816,"7,436",,1.739152947,0.046755258,2,2,4,100,Christian,NA,0,40.2,34.464741,26.661742,0,25,8.6,12
346,8,El Batroun,20140430,16066,"8,346",,1.555127243,0.027290013,0,0,2,0,Christian,NA,0,39.4,51.656298,46.765302,0,36.9,25.3,15
340,2,El Hermel,20140430,5757,"3,094",,1.340072955,0.051881451,0,2,1,0,Shia,NA,0,68.1,16.999875,92.293373,0,36.9,33.1,23
345,7,El Koura,20140430,15518,"4,082",,0.90837981,0.017036429,0,0,3,0,Christian,NA,0,34,45.838055,55.622361,0,36.9,53.9,9
350,12,El Meten,20140430,48382,740,,1.10949199,0.025852128,0,0,1,0,Christian,NA,4351,28.6,33.564177,19.41733,0,33,6.8,9
341,3,El Minieh Dennie,20140430,55787,"4,389",,1.386036482,0.035508031,3,0,0,0,Sunni,NA,16500,57.4,29.635658,73.874987,0,36.9,23.9,25
360,22,El Nabatieh,20140430,26936,"2,075",,1.499313463,0.029458334,0,3,0,0,Shia,NA,0,52,43.513107,55.50873,0,13.1,8.4,15
361,23,Hasbaya,20140430,4914,614,,0.947383486,0.025566504,0,1,0,0,Shia,NA,0,53.8,21.555707,19.41733,0,33,18.7,16
348,10,Jbeil,20140430,3504,441,,1.333202214,0.041396799,0,1,2,0,Christian,NA,0,33.7,42.359256,38.611687,0,33,15.8,12
